"type","prov","age","cause","kill","lci","uci"
"uncons","Palawan","all","Myocardial Infarction",0,0,0
"uncons","Palawan","u18","Myocardial Infarction",0,0,0
"cons","Palawan","all","Myocardial Infarction",0,0,0
"cons","Palawan","u18","Myocardial Infarction",0,0,0
"uncons","Ilocos Norte","all","Cerebrovascular Accident",126.293130148365,23.1771357445325,215.278081756752
"cons","Ilocos Norte","all","Cerebrovascular Accident",1.58746198295113,0.134756181383429,2.98764303041986
"uncons","Ilocos Sur","all","Cerebrovascular Accident",0,0,0
"uncons","Ilocos Sur","u18","Cerebrovascular Accident",0,0,0
"cons","Ilocos Sur","all","Cerebrovascular Accident",0,0,0
"cons","Ilocos Sur","u18","Cerebrovascular Accident",0,0,0
"uncons","La Union","all","Cerebrovascular Accident",0,0,0
"uncons","La Union","u18","Cerebrovascular Accident",0,0,0
"cons","La Union","all","Cerebrovascular Accident",0,0,0
"cons","La Union","u18","Cerebrovascular Accident",0,0,0
"uncons","Pangasinan","all","Cerebrovascular Accident",0,0,0
"uncons","Pangasinan","u18","Cerebrovascular Accident",0,0,0
"cons","Pangasinan","all","Cerebrovascular Accident",0,0,0
"cons","Pangasinan","u18","Cerebrovascular Accident",0,0,0
"uncons","Cagayan","all","Cerebrovascular Accident",0,0,0
"uncons","Cagayan","u18","Cerebrovascular Accident",0,0,0
"cons","Cagayan","all","Cerebrovascular Accident",0,0,0
"cons","Cagayan","u18","Cerebrovascular Accident",0,0,0
"uncons","Isabela","all","Cerebrovascular Accident",0,0,0
"uncons","Isabela","u18","Cerebrovascular Accident",0,0,0
"cons","Isabela","all","Cerebrovascular Accident",0,0,0
"cons","Isabela","u18","Cerebrovascular Accident",0,0,0
"uncons","Nueva Vizcaya","all","Cerebrovascular Accident",121.289794342133,43.3175432262824,185.464738064998
"cons","Nueva Vizcaya","all","Cerebrovascular Accident",2.53328018062584,0.389269603851437,4.43430009531256
"uncons","Quirino","all","Cerebrovascular Accident",0,0,0
"uncons","Quirino","u18","Cerebrovascular Accident",0,0,0
"cons","Quirino","all","Cerebrovascular Accident",0,0,0
"cons","Quirino","u18","Cerebrovascular Accident",0,0,0
"uncons","Bataan","all","Cerebrovascular Accident",0,0,0
"uncons","Bataan","u18","Cerebrovascular Accident",0,0,0
"cons","Bataan","all","Cerebrovascular Accident",0,0,0
"cons","Bataan","u18","Cerebrovascular Accident",0,0,0
"uncons","Bulacan","all","Cerebrovascular Accident",0,0,0
"uncons","Bulacan","u18","Cerebrovascular Accident",0,0,0
"cons","Bulacan","all","Cerebrovascular Accident",0,0,0
"cons","Bulacan","u18","Cerebrovascular Accident",0,0,0
"uncons","Nueva Ecija","all","Cerebrovascular Accident",45.1811516137178,0.954987512514564,84.6462580024702
"cons","Nueva Ecija","all","Cerebrovascular Accident",9.12806510237403,-0.086468148603084,17.2468852792299
"uncons","Pampanga","all","Cerebrovascular Accident",0,0,0
"uncons","Pampanga","u18","Cerebrovascular Accident",0,0,0
"cons","Pampanga","all","Cerebrovascular Accident",0,0,0
"cons","Pampanga","u18","Cerebrovascular Accident",0,0,0
"uncons","Tarlac","all","Cerebrovascular Accident",0,0,0
"uncons","Tarlac","u18","Cerebrovascular Accident",0,0,0
"cons","Tarlac","all","Cerebrovascular Accident",0,0,0
"cons","Tarlac","u18","Cerebrovascular Accident",0,0,0
"uncons","Zambales","all","Cerebrovascular Accident",0,0,0
"uncons","Zambales","u18","Cerebrovascular Accident",0,0,0
"cons","Zambales","all","Cerebrovascular Accident",0,0,0
"cons","Zambales","u18","Cerebrovascular Accident",0,0,0
"uncons","Batangas","all","Cerebrovascular Accident",0,0,0
"uncons","Batangas","u18","Cerebrovascular Accident",0,0,0
"cons","Batangas","all","Cerebrovascular Accident",0,0,0
"cons","Batangas","u18","Cerebrovascular Accident",0,0,0
"uncons","Cavite","all","Cerebrovascular Accident",0,0,0
"uncons","Cavite","u18","Cerebrovascular Accident",0,0,0
"cons","Cavite","all","Cerebrovascular Accident",0,0,0
"cons","Cavite","u18","Cerebrovascular Accident",0,0,0
"uncons","Laguna","all","Cerebrovascular Accident",0,0,0
"uncons","Laguna","u18","Cerebrovascular Accident",0,0,0
"cons","Laguna","all","Cerebrovascular Accident",0,0,0
"cons","Laguna","u18","Cerebrovascular Accident",0,0,0
"uncons","Quezon","all","Cerebrovascular Accident",0,0,0
"uncons","Quezon","u18","Cerebrovascular Accident",0,0,0
"cons","Quezon","all","Cerebrovascular Accident",0,0,0
"cons","Quezon","u18","Cerebrovascular Accident",0,0,0
"uncons","Rizal","all","Cerebrovascular Accident",148.685602399796,47.3923313146945,244.715090047921
"cons","Rizal","all","Cerebrovascular Accident",28.0466652911485,8.22751061556074,47.7983202391989
"uncons","Albay","all","Cerebrovascular Accident",609.969636841892,258.949446918646,930.970813757405
"cons","Albay","all","Cerebrovascular Accident",274.049238213053,132.084292276374,406.011268265638
"uncons","Camarines Norte","all","Cerebrovascular Accident",0,0,0
"uncons","Camarines Norte","u18","Cerebrovascular Accident",0,0,0
"cons","Camarines Norte","all","Cerebrovascular Accident",0,0,0
"cons","Camarines Norte","u18","Cerebrovascular Accident",0,0,0
"uncons","Camarines Sur","all","Cerebrovascular Accident",574.890432589401,249.774676206254,875.365002285121
"cons","Camarines Sur","all","Cerebrovascular Accident",22.011806135705,6.33626168595193,36.7458784169356
"uncons","Catanduanes","all","Cerebrovascular Accident",0,0,0
"uncons","Catanduanes","u18","Cerebrovascular Accident",0,0,0
"cons","Catanduanes","all","Cerebrovascular Accident",0,0,0
"cons","Catanduanes","u18","Cerebrovascular Accident",0,0,0
"uncons","Masbate","all","Cerebrovascular Accident",528.208004137397,310.123659251803,715.27808387291
"cons","Masbate","all","Cerebrovascular Accident",5.09113154794568,0.0661246158817108,8.91516432996308
"uncons","Sorsogon","all","Cerebrovascular Accident",0,0,0
"uncons","Sorsogon","u18","Cerebrovascular Accident",0,0,0
"cons","Sorsogon","all","Cerebrovascular Accident",0,0,0
"cons","Sorsogon","u18","Cerebrovascular Accident",0,0,0
"uncons","Aklan","all","Cerebrovascular Accident",0,0,0
"uncons","Aklan","u18","Cerebrovascular Accident",0,0,0
"cons","Aklan","all","Cerebrovascular Accident",0,0,0
"cons","Aklan","u18","Cerebrovascular Accident",0,0,0
"uncons","Antique","all","Cerebrovascular Accident",82.9047717749889,20.1470549293328,136.194406132297
"cons","Antique","all","Cerebrovascular Accident",1.46371170473887,0.0695840107036964,2.60234716067111
"uncons","Capiz","all","Cerebrovascular Accident",0,0,0
"uncons","Capiz","u18","Cerebrovascular Accident",0,0,0
"cons","Capiz","all","Cerebrovascular Accident",0,0,0
"cons","Capiz","u18","Cerebrovascular Accident",0,0,0
"uncons","Iloilo","all","Cerebrovascular Accident",221.738748698759,70.9051878256662,352.42595076577
"cons","Iloilo","all","Cerebrovascular Accident",6.54532171346729,2.91378024549427,9.78313425681182
"uncons","Negros Occidental","all","Cerebrovascular Accident",377.410326716257,179.469828264691,569.129329200293
"cons","Negros Occidental","all","Cerebrovascular Accident",33.3190468373258,17.1305720423363,48.7102590053841
"uncons","Guimaras","all","Cerebrovascular Accident",0,0,0
"uncons","Guimaras","u18","Cerebrovascular Accident",0,0,0
"cons","Guimaras","all","Cerebrovascular Accident",0,0,0
"cons","Guimaras","u18","Cerebrovascular Accident",0,0,0
"uncons","Bohol","all","Cerebrovascular Accident",0,0,0
"uncons","Bohol","u18","Cerebrovascular Accident",0,0,0
"cons","Bohol","all","Cerebrovascular Accident",0,0,0
"cons","Bohol","u18","Cerebrovascular Accident",0,0,0
"uncons","Cebu","all","Cerebrovascular Accident",0,0,0
"uncons","Cebu","u18","Cerebrovascular Accident",0,0,0
"cons","Cebu","all","Cerebrovascular Accident",0,0,0
"cons","Cebu","u18","Cerebrovascular Accident",0,0,0
"uncons","Negros Oriental","all","Cerebrovascular Accident",0,0,0
"uncons","Negros Oriental","u18","Cerebrovascular Accident",0,0,0
"cons","Negros Oriental","all","Cerebrovascular Accident",0,0,0
"cons","Negros Oriental","u18","Cerebrovascular Accident",0,0,0
"uncons","Siquijor","all","Cerebrovascular Accident",0,0,0
"uncons","Siquijor","u18","Cerebrovascular Accident",0,0,0
"cons","Siquijor","all","Cerebrovascular Accident",0,0,0
"cons","Siquijor","u18","Cerebrovascular Accident",0,0,0
"uncons","Leyte","all","Cerebrovascular Accident",0,0,0
"uncons","Leyte","u18","Cerebrovascular Accident",0,0,0
"cons","Leyte","all","Cerebrovascular Accident",0,0,0
"cons","Leyte","u18","Cerebrovascular Accident",0,0,0
"uncons","Northern Samar","all","Cerebrovascular Accident",0,0,0
"uncons","Northern Samar","u18","Cerebrovascular Accident",0,0,0
"cons","Northern Samar","all","Cerebrovascular Accident",0,0,0
"cons","Northern Samar","u18","Cerebrovascular Accident",0,0,0
"uncons","Samar","all","Cerebrovascular Accident",0,0,0
"uncons","Samar","u18","Cerebrovascular Accident",0,0,0
"cons","Samar","all","Cerebrovascular Accident",0,0,0
"cons","Samar","u18","Cerebrovascular Accident",0,0,0
"uncons","Southern Leyte","all","Cerebrovascular Accident",0,0,0
"uncons","Southern Leyte","u18","Cerebrovascular Accident",0,0,0
"cons","Southern Leyte","all","Cerebrovascular Accident",0,0,0
"cons","Southern Leyte","u18","Cerebrovascular Accident",0,0,0
"uncons","Zamboanga del Norte","all","Cerebrovascular Accident",76.33013162565,31.4688648975526,112.947151062757
"cons","Zamboanga del Norte","all","Cerebrovascular Accident",47.729996930459,25.4549075631843,66.4526632968261
"uncons","Zamboanga del Sur","all","Cerebrovascular Accident",369.58507418808,158.28363326038,552.186885503925
"cons","Zamboanga del Sur","all","Cerebrovascular Accident",7.53827352653281,2.91963150710391,11.5457527784739
"uncons","Zamboanga Sibugay","all","Cerebrovascular Accident",0,0,0
"uncons","Zamboanga Sibugay","u18","Cerebrovascular Accident",0,0,0
"cons","Zamboanga Sibugay","all","Cerebrovascular Accident",0,0,0
"cons","Zamboanga Sibugay","u18","Cerebrovascular Accident",0,0,0
"uncons","Bukidnon","all","Cerebrovascular Accident",0,0,0
"uncons","Bukidnon","u18","Cerebrovascular Accident",0,0,0
"cons","Bukidnon","all","Cerebrovascular Accident",0,0,0
"cons","Bukidnon","u18","Cerebrovascular Accident",0,0,0
"uncons","Lanao del Norte","all","Cerebrovascular Accident",6.45847828205091,1.0328236018632,10.8959122938623
"cons","Lanao del Norte","all","Cerebrovascular Accident",6.45847828205091,1.0328236018632,10.8959122938623
"uncons","Misamis Occidental","all","Cerebrovascular Accident",0,0,0
"uncons","Misamis Occidental","u18","Cerebrovascular Accident",0,0,0
"cons","Misamis Occidental","all","Cerebrovascular Accident",0,0,0
"cons","Misamis Occidental","u18","Cerebrovascular Accident",0,0,0
"uncons","Misamis Oriental","all","Cerebrovascular Accident",640.058083718183,332.821690052067,919.037346694973
"cons","Misamis Oriental","all","Cerebrovascular Accident",66.4710872369981,39.8618497814444,90.7746477521646
"uncons","Davao del Norte","all","Cerebrovascular Accident",1594.02581881396,1260.13495853592,1883.44540339578
"cons","Davao del Norte","all","Cerebrovascular Accident",380.315502700104,270.754684759696,473.965641160667
"uncons","Davao del Sur","all","Cerebrovascular Accident",0,0,0
"uncons","Davao del Sur","u18","Cerebrovascular Accident",0,0,0
"cons","Davao del Sur","all","Cerebrovascular Accident",0,0,0
"cons","Davao del Sur","u18","Cerebrovascular Accident",0,0,0
"uncons","Davao Oriental","all","Cerebrovascular Accident",0,0,0
"uncons","Davao Oriental","u18","Cerebrovascular Accident",0,0,0
"cons","Davao Oriental","all","Cerebrovascular Accident",0,0,0
"cons","Davao Oriental","u18","Cerebrovascular Accident",0,0,0
"uncons","Compostela Valley","all","Cerebrovascular Accident",285.261163794421,151.146106202389,397.541331117075
"cons","Compostela Valley","all","Cerebrovascular Accident",67.8285293497035,35.3028990467149,94.9516049637063
"uncons","Cotabato","all","Cerebrovascular Accident",107.322436399141,28.9964082230646,177.587258112969
"cons","Cotabato","all","Cerebrovascular Accident",72.5374841537638,24.873481480681,115.43034040542
"uncons","South Cotabato","all","Cerebrovascular Accident",0,0,0
"uncons","South Cotabato","u18","Cerebrovascular Accident",0,0,0
"cons","South Cotabato","all","Cerebrovascular Accident",0,0,0
"cons","South Cotabato","u18","Cerebrovascular Accident",0,0,0
"uncons","Sultan Kudarat","all","Cerebrovascular Accident",52.911339300926,15.3062873210329,83.885971849139
"cons","Sultan Kudarat","all","Cerebrovascular Accident",29.971508319083,11.1108930851981,45.4631872628286
"uncons","Sarangani","all","Cerebrovascular Accident",167.036606501197,52.3804777339256,263.309134391613
"cons","Sarangani","all","Cerebrovascular Accident",0.902530353880514,0.118529346433755,1.53234666297078
"uncons","National Capital Region","all","Cerebrovascular Accident",0,0,0
"uncons","National Capital Region","u18","Cerebrovascular Accident",0,0,0
"cons","National Capital Region","all","Cerebrovascular Accident",0,0,0
"cons","National Capital Region","u18","Cerebrovascular Accident",0,0,0
"uncons","Abra","all","Cerebrovascular Accident",101.941618020151,31.6787905416335,160.426517173902
"cons","Abra","all","Cerebrovascular Accident",0.945215969227163,0.161700129546193,1.5805042702102
"uncons","Benguet","all","Cerebrovascular Accident",215.525289545744,89.1476459867971,322.740904920974
"cons","Benguet","all","Cerebrovascular Accident",3.03106308306711,1.20544423577189,4.61381299747979
"uncons","Ifugao","all","Cerebrovascular Accident",0,0,0
"uncons","Ifugao","u18","Cerebrovascular Accident",0,0,0
"cons","Ifugao","all","Cerebrovascular Accident",0,0,0
"cons","Ifugao","u18","Cerebrovascular Accident",0,0,0
"uncons","Kalinga","all","Cerebrovascular Accident",0,0,0
"uncons","Kalinga","u18","Cerebrovascular Accident",0,0,0
"cons","Kalinga","all","Cerebrovascular Accident",0,0,0
"cons","Kalinga","u18","Cerebrovascular Accident",0,0,0
"uncons","Apayao","all","Cerebrovascular Accident",0,0,0
"uncons","Apayao","u18","Cerebrovascular Accident",0,0,0
"cons","Apayao","all","Cerebrovascular Accident",0,0,0
"cons","Apayao","u18","Cerebrovascular Accident",0,0,0
"uncons","Agusan del Norte","all","Cerebrovascular Accident",0,0,0
"uncons","Agusan del Norte","u18","Cerebrovascular Accident",0,0,0
"cons","Agusan del Norte","all","Cerebrovascular Accident",0,0,0
"cons","Agusan del Norte","u18","Cerebrovascular Accident",0,0,0
"uncons","Agusan del Sur","all","Cerebrovascular Accident",166.220458230992,59.8310802627201,250.189609866417
"cons","Agusan del Sur","all","Cerebrovascular Accident",0.918516769790227,0.0454947995286169,1.61402371505143
"uncons","Surigao del Norte","all","Cerebrovascular Accident",0,0,0
"uncons","Surigao del Norte","u18","Cerebrovascular Accident",0,0,0
"cons","Surigao del Norte","all","Cerebrovascular Accident",0,0,0
"cons","Surigao del Norte","u18","Cerebrovascular Accident",0,0,0
"uncons","Surigao del Sur","all","Cerebrovascular Accident",0,0,0
"uncons","Surigao del Sur","u18","Cerebrovascular Accident",0,0,0
"cons","Surigao del Sur","all","Cerebrovascular Accident",0,0,0
"cons","Surigao del Sur","u18","Cerebrovascular Accident",0,0,0
"uncons","Occidental Mindoro","all","Cerebrovascular Accident",0,0,0
"uncons","Occidental Mindoro","u18","Cerebrovascular Accident",0,0,0
"cons","Occidental Mindoro","all","Cerebrovascular Accident",0,0,0
"cons","Occidental Mindoro","u18","Cerebrovascular Accident",0,0,0
"uncons","Oriental Mindoro","all","Cerebrovascular Accident",0,0,0
"uncons","Oriental Mindoro","u18","Cerebrovascular Accident",0,0,0
"cons","Oriental Mindoro","all","Cerebrovascular Accident",0,0,0
"cons","Oriental Mindoro","u18","Cerebrovascular Accident",0,0,0
"uncons","Palawan","all","Cerebrovascular Accident",0,0,0
"uncons","Palawan","u18","Cerebrovascular Accident",0,0,0
"cons","Palawan","all","Cerebrovascular Accident",0,0,0
"cons","Palawan","u18","Cerebrovascular Accident",0,0,0
"uncons","Ilocos Sur","all","Unknown Cause",0,0,0
"uncons","Ilocos Sur","u18","Unknown Cause",0,0,0
"cons","Ilocos Sur","all","Unknown Cause",0,0,0
"cons","Ilocos Sur","u18","Unknown Cause",0,0,0
"uncons","La Union","all","Unknown Cause",912.784174021931,805.690930204194,989.78917380453
"cons","La Union","all","Unknown Cause",20.2790044611451,7.47571973839149,28.8631636288827
"uncons","Pangasinan","all","Unknown Cause",1051.24977301485,831.352841739455,1236.63349065415
"cons","Pangasinan","all","Unknown Cause",28.0936137512911,19.0083717818916,34.9588535874364
"uncons","Pangasinan","u18","Unknown Cause",12.2888940878258,5.36115203929732,17.3458189242983
"cons","Pangasinan","u18","Unknown Cause",0,0,0
"uncons","Cagayan","all","Unknown Cause",757.993079831736,678.772159742376,815.701969554175
"cons","Cagayan","all","Unknown Cause",34.0746485182678,28.2266538014828,38.5332970805437
"uncons","Isabela","all","Unknown Cause",316.431651625284,254.322185199394,362.425568750959
"cons","Isabela","all","Unknown Cause",0.954407463619152,0.180665611582881,1.49714079987308
"uncons","Nueva Vizcaya","all","Unknown Cause",50.4227744129854,21.4442106226496,70.2305712067728
"cons","Nueva Vizcaya","all","Unknown Cause",0.911975480519032,0.427216927275864,1.25490177500929
"uncons","Bulacan","all","Unknown Cause",192.978228303363,83.9317123190082,281.6737877044
"cons","Bulacan","all","Unknown Cause",102.19836630519,44.0322566900364,150.922195111752
"uncons","Nueva Ecija","all","Unknown Cause",189.885370452438,112.752042587508,247.959062482616
"cons","Nueva Ecija","all","Unknown Cause",88.121033195158,53.681599958984,112.997067480978
"uncons","Pampanga","all","Unknown Cause",172.06741589733,90.5072082270067,229.255055168054
"cons","Pampanga","all","Unknown Cause",0,0,0
"uncons","Tarlac","all","Unknown Cause",94.0462919334821,46.2345074954744,131.358484520979
"cons","Tarlac","all","Unknown Cause",18.6706295067982,5.46293609194082,29.3062380883428
"uncons","Batangas","all","Unknown Cause",0,0,0
"uncons","Batangas","u18","Unknown Cause",0,0,0
"cons","Batangas","all","Unknown Cause",0,0,0
"cons","Batangas","u18","Unknown Cause",0,0,0
"uncons","Cavite","all","Unknown Cause",0,0,0
"uncons","Cavite","u18","Unknown Cause",0,0,0
"cons","Cavite","all","Unknown Cause",0,0,0
"cons","Cavite","u18","Unknown Cause",0,0,0
"uncons","Laguna","all","Unknown Cause",409.777323073813,274.207360354894,525.957624896044
"cons","Laguna","all","Unknown Cause",76.4738809333089,42.896604250534,106.336976209136
"uncons","Quezon","all","Unknown Cause",0,0,0
"uncons","Quezon","u18","Unknown Cause",0,0,0
"cons","Quezon","all","Unknown Cause",0,0,0
"cons","Quezon","u18","Unknown Cause",0,0,0
"uncons","Rizal","all","Unknown Cause",260.952647626843,215.684395329179,293.047660183955
"cons","Rizal","all","Unknown Cause",146.38689825315,118.139038345095,165.813828074788
"uncons","Camarines Norte","all","Unknown Cause",0,0,0
"uncons","Camarines Norte","u18","Unknown Cause",0,0,0
"cons","Camarines Norte","all","Unknown Cause",0,0,0
"cons","Camarines Norte","u18","Unknown Cause",0,0,0
"uncons","Camarines Sur","all","Unknown Cause",197.010594931526,99.9382493428016,267.32985050543
"cons","Camarines Sur","all","Unknown Cause",30.993428924717,16.9481804678832,41.3741222317101
"uncons","Masbate","all","Unknown Cause",0,0,0
"uncons","Masbate","u18","Unknown Cause",0,0,0
"cons","Masbate","all","Unknown Cause",0,0,0
"cons","Masbate","u18","Unknown Cause",0,0,0
"uncons","Sorsogon","all","Unknown Cause",0,0,0
"uncons","Sorsogon","u18","Unknown Cause",0,0,0
"cons","Sorsogon","all","Unknown Cause",0,0,0
"cons","Sorsogon","u18","Unknown Cause",0,0,0
"uncons","Aklan","all","Unknown Cause",209.440435107242,147.166479678776,248.645667593944
"cons","Aklan","all","Unknown Cause",0.578666388834716,0.21405590142523,0.775101634283282
"uncons","Iloilo","all","Unknown Cause",2193.84882573546,2082.50202611767,2284.43818326317
"cons","Iloilo","all","Unknown Cause",92.3081506650933,87.231993271007,96.4337080911755
"uncons","Negros Occidental","all","Unknown Cause",1093.60176111644,868.916585184483,1237.59229592312
"cons","Negros Occidental","all","Unknown Cause",96.3250010158285,76.6422673682213,108.42735727632
"uncons","Bohol","all","Unknown Cause",0,0,0
"uncons","Bohol","u18","Unknown Cause",0,0,0
"cons","Bohol","all","Unknown Cause",0,0,0
"cons","Bohol","u18","Unknown Cause",0,0,0
"uncons","Cebu","all","Unknown Cause",1203.77754483456,1060.27904834174,1317.1675051205
"cons","Cebu","all","Unknown Cause",328.455696843965,294.705448467897,355.195233177122
"uncons","Negros Oriental","all","Unknown Cause",0,0,0
"uncons","Negros Oriental","u18","Unknown Cause",0,0,0
"cons","Negros Oriental","all","Unknown Cause",0,0,0
"cons","Negros Oriental","u18","Unknown Cause",0,0,0
"uncons","Siquijor","all","Unknown Cause",0,0,0
"uncons","Siquijor","u18","Unknown Cause",0,0,0
"cons","Siquijor","all","Unknown Cause",0,0,0
"cons","Siquijor","u18","Unknown Cause",0,0,0
"uncons","Leyte","all","Unknown Cause",0,0,0
"uncons","Leyte","u18","Unknown Cause",0,0,0
"cons","Leyte","all","Unknown Cause",0,0,0
"cons","Leyte","u18","Unknown Cause",0,0,0
"uncons","Northern Samar","all","Unknown Cause",0,0,0
"uncons","Northern Samar","u18","Unknown Cause",0,0,0
"cons","Northern Samar","all","Unknown Cause",0,0,0
"cons","Northern Samar","u18","Unknown Cause",0,0,0
"uncons","Samar","all","Unknown Cause",0,0,0
"uncons","Samar","u18","Unknown Cause",0,0,0
"cons","Samar","all","Unknown Cause",0,0,0
"cons","Samar","u18","Unknown Cause",0,0,0
"uncons","Southern Leyte","all","Unknown Cause",209.747880402686,121.96517638571,265.357988590398
"cons","Southern Leyte","all","Unknown Cause",0,0,0
"uncons","Zamboanga del Norte","all","Unknown Cause",0,0,0
"uncons","Zamboanga del Norte","u18","Unknown Cause",0,0,0
"cons","Zamboanga del Norte","all","Unknown Cause",0,0,0
"cons","Zamboanga del Norte","u18","Unknown Cause",0,0,0
"uncons","Zamboanga del Sur","all","Unknown Cause",324.71137603827,250.247289965154,381.973034745384
"cons","Zamboanga del Sur","all","Unknown Cause",4.59949450614326,2.3104753601068,6.27987506902391
"uncons","Zamboanga Sibugay","all","Unknown Cause",0,0,0
"uncons","Zamboanga Sibugay","u18","Unknown Cause",0,0,0
"cons","Zamboanga Sibugay","all","Unknown Cause",0,0,0
"cons","Zamboanga Sibugay","u18","Unknown Cause",0,0,0
"uncons","Bukidnon","all","Unknown Cause",0,0,0
"uncons","Bukidnon","u18","Unknown Cause",0,0,0
"cons","Bukidnon","all","Unknown Cause",0,0,0
"cons","Bukidnon","u18","Unknown Cause",0,0,0
"uncons","Lanao del Norte","all","Unknown Cause",0,0,0
"uncons","Lanao del Norte","u18","Unknown Cause",0,0,0
"cons","Lanao del Norte","all","Unknown Cause",0,0,0
"cons","Lanao del Norte","u18","Unknown Cause",0,0,0
"uncons","Misamis Occidental","all","Unknown Cause",234.200914098602,157.39719901768,281.97871365816
"cons","Misamis Occidental","all","Unknown Cause",2.30762607183358,0.747771886301276,3.09714628493728
"uncons","Misamis Oriental","all","Unknown Cause",125.8851967737,70.6290989678401,161.370120730762
"cons","Misamis Oriental","all","Unknown Cause",20.0651080805663,12.5614158682292,25.2039462347206
"uncons","Davao del Norte","all","Unknown Cause",543.364548575898,468.888536212581,591.469723771302
"cons","Davao del Norte","all","Unknown Cause",94.0380255814596,68.6031963601294,109.673933664914
"uncons","Davao del Sur","all","Unknown Cause",0,0,0
"uncons","Davao del Sur","u18","Unknown Cause",0,0,0
"cons","Davao del Sur","all","Unknown Cause",0,0,0
"cons","Davao del Sur","u18","Unknown Cause",0,0,0
"uncons","Davao Oriental","all","Unknown Cause",76.3064948720646,39.8653266075565,99.4341049249285
"cons","Davao Oriental","all","Unknown Cause",39.9071254252154,21.4040238294406,51.574644576978
"uncons","Compostela Valley","all","Unknown Cause",0,0,0
"uncons","Compostela Valley","u18","Unknown Cause",0,0,0
"cons","Compostela Valley","all","Unknown Cause",0,0,0
"cons","Compostela Valley","u18","Unknown Cause",0,0,0
"uncons","Cotabato","all","Unknown Cause",337.967444255957,223.241743727119,427.99249306473
"cons","Cotabato","all","Unknown Cause",100.868929532292,55.6492845007178,137.266401021667
"uncons","South Cotabato","all","Unknown Cause",285.935295970263,231.508545541475,324.138884402359
"cons","South Cotabato","all","Unknown Cause",61.0750546555204,52.3313598484883,67.8784353487931
"uncons","Sarangani","all","Unknown Cause",0,0,0
"uncons","Sarangani","u18","Unknown Cause",0,0,0
"cons","Sarangani","all","Unknown Cause",0,0,0
"cons","Sarangani","u18","Unknown Cause",0,0,0
"uncons","National Capital Region","all","Unknown Cause",602.079583996672,342.06995259936,836.208908723761
"cons","National Capital Region","all","Unknown Cause",195.465432683982,125.582957283777,259.557747573868
"uncons","National Capital Region","u18","Unknown Cause",1.51230867514415,0.0702096599129232,2.57692800360167
"cons","National Capital Region","u18","Unknown Cause",0,0,0
"uncons","Agusan del Norte","all","Unknown Cause",614.042478488176,459.705466719544,726.11841784832
"cons","Agusan del Norte","all","Unknown Cause",135.992314587275,97.0670222928099,163.738021872123
"uncons","Agusan del Sur","all","Unknown Cause",171.363885961566,84.2453491171702,243.352934873166
"cons","Agusan del Sur","all","Unknown Cause",56.101827767215,25.8588540592979,80.8502779013763
"uncons","Surigao del Norte","all","Unknown Cause",275.452975415019,211.690506244714,323.473089941772
"cons","Surigao del Norte","all","Unknown Cause",21.4269735661236,6.0080061959373,32.2590836903987
"uncons","Surigao del Sur","all","Unknown Cause",0,0,0
"uncons","Surigao del Sur","u18","Unknown Cause",0,0,0
"cons","Surigao del Sur","all","Unknown Cause",0,0,0
"cons","Surigao del Sur","u18","Unknown Cause",0,0,0
"uncons","Occidental Mindoro","all","Unknown Cause",0,0,0
"uncons","Occidental Mindoro","u18","Unknown Cause",0,0,0
"cons","Occidental Mindoro","all","Unknown Cause",0,0,0
"cons","Occidental Mindoro","u18","Unknown Cause",0,0,0
"uncons","Oriental Mindoro","all","Unknown Cause",0,0,0
"uncons","Oriental Mindoro","u18","Unknown Cause",0,0,0
"cons","Oriental Mindoro","all","Unknown Cause",0,0,0
"cons","Oriental Mindoro","u18","Unknown Cause",0,0,0
"uncons","Palawan","all","Unknown Cause",0,0,0
"uncons","Palawan","u18","Unknown Cause",0,0,0
"cons","Palawan","all","Unknown Cause",0,0,0
"cons","Palawan","u18","Unknown Cause",0,0,0
"uncons","Ilocos Norte","all","Other Causes",0,0,0
"uncons","Ilocos Norte","u18","Other Causes",0,0,0
"cons","Ilocos Norte","all","Other Causes",0,0,0
"cons","Ilocos Norte","u18","Other Causes",0,0,0
"uncons","Ilocos Sur","all","Other Causes",0,0,0
"uncons","Ilocos Sur","u18","Other Causes",0,0,0
"cons","Ilocos Sur","all","Other Causes",0,0,0
"cons","Ilocos Sur","u18","Other Causes",0,0,0
"uncons","La Union","all","Other Causes",0,0,0
"uncons","La Union","u18","Other Causes",0,0,0
"cons","La Union","all","Other Causes",0,0,0
"cons","La Union","u18","Other Causes",0,0,0
"uncons","Pangasinan","all","Other Causes",0,0,0
"uncons","Pangasinan","u18","Other Causes",0,0,0
"cons","Pangasinan","all","Other Causes",0,0,0
"cons","Pangasinan","u18","Other Causes",0,0,0
"uncons","Cagayan","all","Other Causes",815.108059088133,378.800216510923,1219.18523222919
"cons","Cagayan","all","Other Causes",285.677837431314,156.736964557669,406.843664027181
"uncons","Cagayan","u18","Other Causes",0,0,0
"cons","Cagayan","u18","Other Causes",0,0,0
"uncons","Isabela","all","Other Causes",753.415925721192,324.968295889568,1169.64227105915
"cons","Isabela","all","Other Causes",166.050018975133,77.9134122798903,252.025671571294
"uncons","Isabela","u18","Other Causes",0,0,0
"cons","Isabela","u18","Other Causes",0,0,0
"uncons","Nueva Vizcaya","all","Other Causes",326.938050518122,115.794169980003,511.036388288634
